,mag,pm,n_se,n_false,n_meas,n_scmp,n_true,f_pur,f_dr,f_com,class_star,pm_filter
2218,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.8,0.7
2219,25-26,10,0,0,0,2,18,0,0,0,0.8,0.7
2220,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.8,0.6
2221,20-21,0.3,23,0,23,23,23,1,1,1,0.8,0.6
2222,20-21,1,20,0,20,20,20,1,1,1,0.8,0.6
2223,20-21,3,17,0,17,17,19,1,0.89,0.89,0.8,0.6
2224,20-21,10,11,0,11,11,16,1,0.69,0.69,0.8,0.6
2225,21-22,0.1,25,38,63,25,25,0.4,2.52,1,0.8,0.6
2226,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.8,0.6
2227,21-22,1,21,0,21,21,22,1,0.95,0.95,0.8,0.6
2228,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.8,0.6
2229,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.8,0.6
2230,22-23,0.1,19,55,74,19,20,0.26,3.7,0.95,0.8,0.6
2231,22-23,0.3,36,0,36,37,37,1,0.97,0.97,0.8,0.6
2232,22-23,1,20,0,20,20,21,1,0.95,0.95,0.8,0.6
2233,22-23,3,20,1,21,20,21,0.95,1,0.95,0.8,0.6
2234,22-23,10,14,0,14,14,21,1,0.67,0.67,0.8,0.6
2235,23-24,0.1,16,62,78,17,19,0.21,4.11,0.84,0.8,0.6
2236,23-24,0.3,24,1,25,26,26,0.96,0.96,0.92,0.8,0.6
2237,23-24,1,24,1,25,24,25,0.96,1,0.96,0.8,0.6
2238,23-24,3,22,0,22,22,23,1,0.96,0.96,0.8,0.6
2239,23-24,10,12,0,12,12,20,1,0.6,0.6,0.8,0.6
2240,24-25,0.1,20,52,72,22,23,0.28,3.13,0.87,0.8,0.6
2241,24-25,0.3,15,4,19,19,20,0.79,0.95,0.75,0.8,0.6
2242,24-25,1,19,11,30,20,20,0.63,1.5,0.95,0.8,0.6
2243,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.8,0.6
2244,24-25,10,8,0,8,13,25,1,0.32,0.32,0.8,0.6
2245,25-26,0.1,5,1,6,27,35,0.83,0.17,0.14,0.8,0.6
2246,25-26,0.3,9,0,9,23,27,1,0.33,0.33,0.8,0.6
2247,25-26,1,9,67,76,16,19,0.12,4,0.47,0.8,0.6
2248,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.8,0.6
2249,25-26,10,0,0,0,2,18,0,0,0,0.8,0.6
2250,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.8,0.5
2251,20-21,0.3,23,0,23,23,23,1,1,1,0.8,0.5
2252,20-21,1,20,1,21,20,20,0.95,1.05,1,0.8,0.5
2253,20-21,3,17,0,17,17,19,1,0.89,0.89,0.8,0.5
2254,20-21,10,11,0,11,11,16,1,0.69,0.69,0.8,0.5
2255,21-22,0.1,25,38,63,25,25,0.4,2.52,1,0.8,0.5
2256,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.8,0.5
2257,21-22,1,21,0,21,21,22,1,0.95,0.95,0.8,0.5
2258,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.8,0.5
2259,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.8,0.5
2260,22-23,0.1,19,55,74,19,20,0.26,3.7,0.95,0.8,0.5
2261,22-23,0.3,36,0,36,37,37,1,0.97,0.97,0.8,0.5
2262,22-23,1,20,0,20,20,21,1,0.95,0.95,0.8,0.5
2263,22-23,3,20,1,21,20,21,0.95,1,0.95,0.8,0.5
2264,22-23,10,14,0,14,14,21,1,0.67,0.67,0.8,0.5
2265,23-24,0.1,16,62,78,17,19,0.21,4.11,0.84,0.8,0.5
2266,23-24,0.3,24,1,25,26,26,0.96,0.96,0.92,0.8,0.5
2267,23-24,1,24,3,27,24,25,0.89,1.08,0.96,0.8,0.5
2268,23-24,3,22,0,22,22,23,1,0.96,0.96,0.8,0.5
2269,23-24,10,12,0,12,12,20,1,0.6,0.6,0.8,0.5
2270,24-25,0.1,20,52,72,22,23,0.28,3.13,0.87,0.8,0.5
2271,24-25,0.3,15,4,19,19,20,0.79,0.95,0.75,0.8,0.5
2272,24-25,1,20,19,39,20,20,0.51,1.95,1,0.8,0.5
2273,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.8,0.5
2274,24-25,10,8,0,8,13,25,1,0.32,0.32,0.8,0.5
2275,25-26,0.1,5,1,6,27,35,0.83,0.17,0.14,0.8,0.5
2276,25-26,0.3,9,0,9,23,27,1,0.33,0.33,0.8,0.5
2277,25-26,1,13,100,113,16,19,0.12,5.95,0.68,0.8,0.5
2278,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.8,0.5
2279,25-26,10,0,0,0,2,18,0,0,0,0.8,0.5
2280,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.8,0.4
2281,20-21,0.3,23,0,23,23,23,1,1,1,0.8,0.4
2282,20-21,1,20,1,21,20,20,0.95,1.05,1,0.8,0.4
2283,20-21,3,17,0,17,17,19,1,0.89,0.89,0.8,0.4
2284,20-21,10,11,0,11,11,16,1,0.69,0.69,0.8,0.4
2285,21-22,0.1,25,38,63,25,25,0.4,2.52,1,0.8,0.4
2286,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.8,0.4
2287,21-22,1,21,0,21,21,22,1,0.95,0.95,0.8,0.4
2288,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.8,0.4
2289,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.8,0.4
2290,22-23,0.1,19,55,74,19,20,0.26,3.7,0.95,0.8,0.4
2291,22-23,0.3,36,0,36,37,37,1,0.97,0.97,0.8,0.4
2292,22-23,1,20,0,20,20,21,1,0.95,0.95,0.8,0.4
2293,22-23,3,20,1,21,20,21,0.95,1,0.95,0.8,0.4
2294,22-23,10,14,0,14,14,21,1,0.67,0.67,0.8,0.4
2295,23-24,0.1,16,62,78,17,19,0.21,4.11,0.84,0.8,0.4
2296,23-24,0.3,25,2,27,26,26,0.93,1.04,0.96,0.8,0.4
2297,23-24,1,24,3,27,24,25,0.89,1.08,0.96,0.8,0.4
2298,23-24,3,22,0,22,22,23,1,0.96,0.96,0.8,0.4
2299,23-24,10,12,0,12,12,20,1,0.6,0.6,0.8,0.4
2300,24-25,0.1,20,52,72,22,23,0.28,3.13,0.87,0.8,0.4
2301,24-25,0.3,17,19,36,19,20,0.47,1.8,0.85,0.8,0.4
2302,24-25,1,20,19,39,20,20,0.51,1.95,1,0.8,0.4
2303,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.8,0.4
2304,24-25,10,8,0,8,13,25,1,0.32,0.32,0.8,0.4
2305,25-26,0.1,5,1,6,27,35,0.83,0.17,0.14,0.8,0.4
2306,25-26,0.3,9,79,88,23,27,0.1,3.26,0.33,0.8,0.4
2307,25-26,1,14,100,114,16,19,0.12,6,0.74,0.8,0.4
2308,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.8,0.4
2309,25-26,10,0,0,0,2,18,0,0,0,0.8,0.4
2310,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.8,0.3
2311,20-21,0.3,23,0,23,23,23,1,1,1,0.8,0.3
2312,20-21,1,20,1,21,20,20,0.95,1.05,1,0.8,0.3
2313,20-21,3,17,0,17,17,19,1,0.89,0.89,0.8,0.3
2314,20-21,10,11,0,11,11,16,1,0.69,0.69,0.8,0.3
2315,21-22,0.1,25,38,63,25,25,0.4,2.52,1,0.8,0.3
2316,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.8,0.3
2317,21-22,1,21,0,21,21,22,1,0.95,0.95,0.8,0.3
2318,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.8,0.3
2319,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.8,0.3
2320,22-23,0.1,19,55,74,19,20,0.26,3.7,0.95,0.8,0.3
2321,22-23,0.3,36,0,36,37,37,1,0.97,0.97,0.8,0.3
2322,22-23,1,20,0,20,20,21,1,0.95,0.95,0.8,0.3
2323,22-23,3,20,1,21,20,21,0.95,1,0.95,0.8,0.3
2324,22-23,10,14,0,14,14,21,1,0.67,0.67,0.8,0.3
2325,23-24,0.1,16,62,78,17,19,0.21,4.11,0.84,0.8,0.3
2326,23-24,0.3,25,3,28,26,26,0.89,1.08,0.96,0.8,0.3
2327,23-24,1,24,3,27,24,25,0.89,1.08,0.96,0.8,0.3
2328,23-24,3,22,0,22,22,23,1,0.96,0.96,0.8,0.3
2329,23-24,10,12,0,12,12,20,1,0.6,0.6,0.8,0.3
2330,24-25,0.1,20,52,72,22,23,0.28,3.13,0.87,0.8,0.3
2331,24-25,0.3,17,46,63,19,20,0.27,3.15,0.85,0.8,0.3
2332,24-25,1,20,19,39,20,20,0.51,1.95,1,0.8,0.3
2333,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.8,0.3
2334,24-25,10,8,0,8,13,25,1,0.32,0.32,0.8,0.3
2335,25-26,0.1,5,1,6,27,35,0.83,0.17,0.14,0.8,0.3
2336,25-26,0.3,13,263,276,23,27,0.05,10.22,0.48,0.8,0.3
2337,25-26,1,14,100,114,16,19,0.12,6,0.74,0.8,0.3
2338,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.8,0.3
2339,25-26,10,0,0,0,2,18,0,0,0,0.8,0.3
2340,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.8,0.2
2341,20-21,0.3,23,0,23,23,23,1,1,1,0.8,0.2
2342,20-21,1,20,1,21,20,20,0.95,1.05,1,0.8,0.2
2343,20-21,3,17,0,17,17,19,1,0.89,0.89,0.8,0.2
2344,20-21,10,11,0,11,11,16,1,0.69,0.69,0.8,0.2
2345,21-22,0.1,25,38,63,25,25,0.4,2.52,1,0.8,0.2
2346,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.8,0.2
2347,21-22,1,21,0,21,21,22,1,0.95,0.95,0.8,0.2
2348,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.8,0.2
2349,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.8,0.2
2350,22-23,0.1,19,55,74,19,20,0.26,3.7,0.95,0.8,0.2
2351,22-23,0.3,37,1,38,37,37,0.97,1.03,1,0.8,0.2
2352,22-23,1,20,0,20,20,21,1,0.95,0.95,0.8,0.2
2353,22-23,3,20,1,21,20,21,0.95,1,0.95,0.8,0.2
2354,22-23,10,14,0,14,14,21,1,0.67,0.67,0.8,0.2
2355,23-24,0.1,16,62,78,17,19,0.21,4.11,0.84,0.8,0.2
2356,23-24,0.3,25,5,30,26,26,0.83,1.15,0.96,0.8,0.2
2357,23-24,1,24,3,27,24,25,0.89,1.08,0.96,0.8,0.2
2358,23-24,3,22,0,22,22,23,1,0.96,0.96,0.8,0.2
2359,23-24,10,12,0,12,12,20,1,0.6,0.6,0.8,0.2
2360,24-25,0.1,20,52,72,22,23,0.28,3.13,0.87,0.8,0.2
2361,24-25,0.3,18,122,140,19,20,0.13,7,0.9,0.8,0.2
2362,24-25,1,20,19,39,20,20,0.51,1.95,1,0.8,0.2
2363,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.8,0.2
2364,24-25,10,8,0,8,13,25,1,0.32,0.32,0.8,0.2
2365,25-26,0.1,5,1,6,27,35,0.83,0.17,0.14,0.8,0.2
2366,25-26,0.3,18,696,714,23,27,0.03,26.44,0.67,0.8,0.2
2367,25-26,1,14,100,114,16,19,0.12,6,0.74,0.8,0.2
2368,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.8,0.2
2369,25-26,10,0,0,0,2,18,0,0,0,0.8,0.2
2370,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.8,0.1
2371,20-21,0.3,23,0,23,23,23,1,1,1,0.8,0.1
2372,20-21,1,20,1,21,20,20,0.95,1.05,1,0.8,0.1
2373,20-21,3,17,0,17,17,19,1,0.89,0.89,0.8,0.1
2374,20-21,10,11,0,11,11,16,1,0.69,0.69,0.8,0.1
2375,21-22,0.1,25,38,63,25,25,0.4,2.52,1,0.8,0.1
2376,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.8,0.1
2377,21-22,1,21,0,21,21,22,1,0.95,0.95,0.8,0.1
2378,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.8,0.1
2379,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.8,0.1
2380,22-23,0.1,19,57,76,19,20,0.25,3.8,0.95,0.8,0.1
2381,22-23,0.3,37,1,38,37,37,0.97,1.03,1,0.8,0.1
2382,22-23,1,20,0,20,20,21,1,0.95,0.95,0.8,0.1
2383,22-23,3,20,1,21,20,21,0.95,1,0.95,0.8,0.1
2384,22-23,10,14,0,14,14,21,1,0.67,0.67,0.8,0.1
2385,23-24,0.1,16,83,99,17,19,0.16,5.21,0.84,0.8,0.1
2386,23-24,0.3,25,13,38,26,26,0.66,1.46,0.96,0.8,0.1
2387,23-24,1,24,3,27,24,25,0.89,1.08,0.96,0.8,0.1
2388,23-24,3,22,0,22,22,23,1,0.96,0.96,0.8,0.1
2389,23-24,10,12,0,12,12,20,1,0.6,0.6,0.8,0.1
2390,24-25,0.1,21,174,195,22,23,0.11,8.48,0.91,0.8,0.1
2391,24-25,0.3,18,205,223,19,20,0.08,11.15,0.9,0.8,0.1
2392,24-25,1,20,19,39,20,20,0.51,1.95,1,0.8,0.1
2393,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.8,0.1
2394,24-25,10,8,0,8,13,25,1,0.32,0.32,0.8,0.1
2395,25-26,0.1,16,506,522,27,35,0.03,14.91,0.46,0.8,0.1
2396,25-26,0.3,21,1092,1113,23,27,0.02,41.22,0.78,0.8,0.1
2397,25-26,1,14,100,114,16,19,0.12,6,0.74,0.8,0.1
2398,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.8,0.1
2399,25-26,10,0,0,0,2,18,0,0,0,0.8,0.1
2400,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.775,1
2401,20-21,0.3,23,0,23,23,23,1,1,1,0.775,1
2402,20-21,1,20,0,20,20,20,1,1,1,0.775,1
2403,20-21,3,17,0,17,17,19,1,0.89,0.89,0.775,1
2404,20-21,10,11,0,11,11,16,1,0.69,0.69,0.775,1
2405,21-22,0.1,25,38,63,25,25,0.4,2.52,1,0.775,1
2406,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.775,1
2407,21-22,1,21,0,21,21,22,1,0.95,0.95,0.775,1
2408,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.775,1
2409,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.775,1
2410,22-23,0.1,19,55,74,19,20,0.26,3.7,0.95,0.775,1
2411,22-23,0.3,36,0,36,37,37,1,0.97,0.97,0.775,1
2412,22-23,1,20,0,20,20,21,1,0.95,0.95,0.775,1
2413,22-23,3,20,1,21,20,21,0.95,1,0.95,0.775,1
2414,22-23,10,14,0,14,14,21,1,0.67,0.67,0.775,1
2415,23-24,0.1,16,63,79,17,19,0.2,4.16,0.84,0.775,1
2416,23-24,0.3,25,1,26,26,26,0.96,1,0.96,0.775,1
2417,23-24,1,18,1,19,24,25,0.95,0.76,0.72,0.775,1
2418,23-24,3,22,0,22,22,23,1,0.96,0.96,0.775,1
2419,23-24,10,12,0,12,12,20,1,0.6,0.6,0.775,1
2420,24-25,0.1,20,53,73,22,23,0.27,3.17,0.87,0.775,1
2421,24-25,0.3,15,4,19,19,20,0.79,0.95,0.75,0.775,1
2422,24-25,1,16,1,17,20,20,0.94,0.85,0.8,0.775,1
2423,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.775,1
2424,24-25,10,8,0,8,13,25,1,0.32,0.32,0.775,1
2425,25-26,0.1,6,1,7,27,35,0.86,0.2,0.17,0.775,1
2426,25-26,0.3,11,0,11,23,27,1,0.41,0.41,0.775,1
2427,25-26,1,5,18,23,16,19,0.22,1.21,0.26,0.775,1
2428,25-26,3,19,5,24,21,32,0.79,0.75,0.59,0.775,1
2429,25-26,10,0,0,0,2,18,0,0,0,0.775,1
2430,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.775,0.9
2431,20-21,0.3,23,0,23,23,23,1,1,1,0.775,0.9
2432,20-21,1,20,0,20,20,20,1,1,1,0.775,0.9
2433,20-21,3,17,0,17,17,19,1,0.89,0.89,0.775,0.9
2434,20-21,10,11,0,11,11,16,1,0.69,0.69,0.775,0.9
2435,21-22,0.1,25,38,63,25,25,0.4,2.52,1,0.775,0.9
2436,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.775,0.9
2437,21-22,1,21,0,21,21,22,1,0.95,0.95,0.775,0.9
2438,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.775,0.9
2439,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.775,0.9
2440,22-23,0.1,19,55,74,19,20,0.26,3.7,0.95,0.775,0.9
2441,22-23,0.3,36,0,36,37,37,1,0.97,0.97,0.775,0.9
2442,22-23,1,20,0,20,20,21,1,0.95,0.95,0.775,0.9
2443,22-23,3,20,1,21,20,21,0.95,1,0.95,0.775,0.9
2444,22-23,10,14,0,14,14,21,1,0.67,0.67,0.775,0.9
2445,23-24,0.1,16,63,79,17,19,0.2,4.16,0.84,0.775,0.9
2446,23-24,0.3,25,1,26,26,26,0.96,1,0.96,0.775,0.9
2447,23-24,1,20,1,21,24,25,0.95,0.84,0.8,0.775,0.9
2448,23-24,3,22,0,22,22,23,1,0.96,0.96,0.775,0.9
2449,23-24,10,12,0,12,12,20,1,0.6,0.6,0.775,0.9
2450,24-25,0.1,20,53,73,22,23,0.27,3.17,0.87,0.775,0.9
2451,24-25,0.3,15,4,19,19,20,0.79,0.95,0.75,0.775,0.9
2452,24-25,1,17,4,21,20,20,0.81,1.05,0.85,0.775,0.9
2453,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.775,0.9
2454,24-25,10,8,0,8,13,25,1,0.32,0.32,0.775,0.9
2455,25-26,0.1,6,1,7,27,35,0.86,0.2,0.17,0.775,0.9
2456,25-26,0.3,11,0,11,23,27,1,0.41,0.41,0.775,0.9
2457,25-26,1,6,27,33,16,19,0.18,1.74,0.32,0.775,0.9
2458,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.775,0.9
2459,25-26,10,0,0,0,2,18,0,0,0,0.775,0.9
2460,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.775,0.8
2461,20-21,0.3,23,0,23,23,23,1,1,1,0.775,0.8
2462,20-21,1,20,0,20,20,20,1,1,1,0.775,0.8
2463,20-21,3,17,0,17,17,19,1,0.89,0.89,0.775,0.8
2464,20-21,10,11,0,11,11,16,1,0.69,0.69,0.775,0.8
2465,21-22,0.1,25,38,63,25,25,0.4,2.52,1,0.775,0.8
2466,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.775,0.8
2467,21-22,1,21,0,21,21,22,1,0.95,0.95,0.775,0.8
2468,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.775,0.8
2469,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.775,0.8
2470,22-23,0.1,19,55,74,19,20,0.26,3.7,0.95,0.775,0.8
2471,22-23,0.3,36,0,36,37,37,1,0.97,0.97,0.775,0.8
2472,22-23,1,20,0,20,20,21,1,0.95,0.95,0.775,0.8
2473,22-23,3,20,1,21,20,21,0.95,1,0.95,0.775,0.8
2474,22-23,10,14,0,14,14,21,1,0.67,0.67,0.775,0.8
2475,23-24,0.1,16,63,79,17,19,0.2,4.16,0.84,0.775,0.8
2476,23-24,0.3,25,1,26,26,26,0.96,1,0.96,0.775,0.8
2477,23-24,1,23,1,24,24,25,0.96,0.96,0.92,0.775,0.8
2478,23-24,3,22,0,22,22,23,1,0.96,0.96,0.775,0.8
2479,23-24,10,12,0,12,12,20,1,0.6,0.6,0.775,0.8
2480,24-25,0.1,20,53,73,22,23,0.27,3.17,0.87,0.775,0.8
2481,24-25,0.3,15,4,19,19,20,0.79,0.95,0.75,0.775,0.8
2482,24-25,1,17,7,24,20,20,0.71,1.2,0.85,0.775,0.8
2483,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.775,0.8
2484,24-25,10,8,0,8,13,25,1,0.32,0.32,0.775,0.8
2485,25-26,0.1,6,1,7,27,35,0.86,0.2,0.17,0.775,0.8
2486,25-26,0.3,11,0,11,23,27,1,0.41,0.41,0.775,0.8
2487,25-26,1,6,37,43,16,19,0.14,2.26,0.32,0.775,0.8
2488,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.775,0.8
2489,25-26,10,0,0,0,2,18,0,0,0,0.775,0.8
2490,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.775,0.7
2491,20-21,0.3,23,0,23,23,23,1,1,1,0.775,0.7
2492,20-21,1,20,0,20,20,20,1,1,1,0.775,0.7
2493,20-21,3,17,0,17,17,19,1,0.89,0.89,0.775,0.7
2494,20-21,10,11,0,11,11,16,1,0.69,0.69,0.775,0.7
2495,21-22,0.1,25,38,63,25,25,0.4,2.52,1,0.775,0.7
2496,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.775,0.7
2497,21-22,1,21,0,21,21,22,1,0.95,0.95,0.775,0.7
2498,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.775,0.7
2499,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.775,0.7
2500,22-23,0.1,19,55,74,19,20,0.26,3.7,0.95,0.775,0.7
2501,22-23,0.3,36,0,36,37,37,1,0.97,0.97,0.775,0.7
2502,22-23,1,20,0,20,20,21,1,0.95,0.95,0.775,0.7
2503,22-23,3,20,1,21,20,21,0.95,1,0.95,0.775,0.7
2504,22-23,10,14,0,14,14,21,1,0.67,0.67,0.775,0.7
2505,23-24,0.1,16,63,79,17,19,0.2,4.16,0.84,0.775,0.7
2506,23-24,0.3,25,1,26,26,26,0.96,1,0.96,0.775,0.7
2507,23-24,1,24,1,25,24,25,0.96,1,0.96,0.775,0.7
2508,23-24,3,22,0,22,22,23,1,0.96,0.96,0.775,0.7
2509,23-24,10,12,0,12,12,20,1,0.6,0.6,0.775,0.7
2510,24-25,0.1,20,53,73,22,23,0.27,3.17,0.87,0.775,0.7
2511,24-25,0.3,15,4,19,19,20,0.79,0.95,0.75,0.775,0.7
2512,24-25,1,18,7,25,20,20,0.72,1.25,0.9,0.775,0.7
2513,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.775,0.7
2514,24-25,10,8,0,8,13,25,1,0.32,0.32,0.775,0.7
2515,25-26,0.1,6,1,7,27,35,0.86,0.2,0.17,0.775,0.7
2516,25-26,0.3,12,0,12,23,27,1,0.44,0.44,0.775,0.7
2517,25-26,1,8,49,57,16,19,0.14,3,0.42,0.775,0.7
2518,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.775,0.7
2519,25-26,10,0,0,0,2,18,0,0,0,0.775,0.7
2520,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.775,0.6
2521,20-21,0.3,23,0,23,23,23,1,1,1,0.775,0.6
2522,20-21,1,20,0,20,20,20,1,1,1,0.775,0.6
2523,20-21,3,17,0,17,17,19,1,0.89,0.89,0.775,0.6
2524,20-21,10,11,0,11,11,16,1,0.69,0.69,0.775,0.6
2525,21-22,0.1,25,38,63,25,25,0.4,2.52,1,0.775,0.6
2526,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.775,0.6
2527,21-22,1,21,0,21,21,22,1,0.95,0.95,0.775,0.6
2528,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.775,0.6
2529,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.775,0.6
2530,22-23,0.1,19,55,74,19,20,0.26,3.7,0.95,0.775,0.6
2531,22-23,0.3,36,0,36,37,37,1,0.97,0.97,0.775,0.6
2532,22-23,1,20,0,20,20,21,1,0.95,0.95,0.775,0.6
2533,22-23,3,20,1,21,20,21,0.95,1,0.95,0.775,0.6
2534,22-23,10,14,0,14,14,21,1,0.67,0.67,0.775,0.6
2535,23-24,0.1,16,63,79,17,19,0.2,4.16,0.84,0.775,0.6
2536,23-24,0.3,25,1,26,26,26,0.96,1,0.96,0.775,0.6
2537,23-24,1,24,1,25,24,25,0.96,1,0.96,0.775,0.6
2538,23-24,3,22,0,22,22,23,1,0.96,0.96,0.775,0.6
2539,23-24,10,12,0,12,12,20,1,0.6,0.6,0.775,0.6
2540,24-25,0.1,20,53,73,22,23,0.27,3.17,0.87,0.775,0.6
2541,24-25,0.3,15,4,19,19,20,0.79,0.95,0.75,0.775,0.6
2542,24-25,1,19,11,30,20,20,0.63,1.5,0.95,0.775,0.6
2543,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.775,0.6
2544,24-25,10,8,0,8,13,25,1,0.32,0.32,0.775,0.6
2545,25-26,0.1,6,1,7,27,35,0.86,0.2,0.17,0.775,0.6
2546,25-26,0.3,12,0,12,23,27,1,0.44,0.44,0.775,0.6
2547,25-26,1,9,67,76,16,19,0.12,4,0.47,0.775,0.6
2548,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.775,0.6
2549,25-26,10,0,0,0,2,18,0,0,0,0.775,0.6
2550,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.775,0.5
2551,20-21,0.3,23,0,23,23,23,1,1,1,0.775,0.5
2552,20-21,1,20,1,21,20,20,0.95,1.05,1,0.775,0.5
2553,20-21,3,17,0,17,17,19,1,0.89,0.89,0.775,0.5
2554,20-21,10,11,0,11,11,16,1,0.69,0.69,0.775,0.5
2555,21-22,0.1,25,38,63,25,25,0.4,2.52,1,0.775,0.5
2556,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.775,0.5
2557,21-22,1,21,0,21,21,22,1,0.95,0.95,0.775,0.5
2558,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.775,0.5
2559,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.775,0.5
2560,22-23,0.1,19,55,74,19,20,0.26,3.7,0.95,0.775,0.5
2561,22-23,0.3,36,0,36,37,37,1,0.97,0.97,0.775,0.5
2562,22-23,1,20,0,20,20,21,1,0.95,0.95,0.775,0.5
2563,22-23,3,20,1,21,20,21,0.95,1,0.95,0.775,0.5
2564,22-23,10,14,0,14,14,21,1,0.67,0.67,0.775,0.5
2565,23-24,0.1,16,63,79,17,19,0.2,4.16,0.84,0.775,0.5
2566,23-24,0.3,25,1,26,26,26,0.96,1,0.96,0.775,0.5
2567,23-24,1,24,3,27,24,25,0.89,1.08,0.96,0.775,0.5
2568,23-24,3,22,0,22,22,23,1,0.96,0.96,0.775,0.5
2569,23-24,10,12,0,12,12,20,1,0.6,0.6,0.775,0.5
2570,24-25,0.1,20,53,73,22,23,0.27,3.17,0.87,0.775,0.5
2571,24-25,0.3,15,4,19,19,20,0.79,0.95,0.75,0.775,0.5
2572,24-25,1,20,19,39,20,20,0.51,1.95,1,0.775,0.5
2573,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.775,0.5
2574,24-25,10,8,0,8,13,25,1,0.32,0.32,0.775,0.5
2575,25-26,0.1,6,1,7,27,35,0.86,0.2,0.17,0.775,0.5
2576,25-26,0.3,12,0,12,23,27,1,0.44,0.44,0.775,0.5
2577,25-26,1,13,100,113,16,19,0.12,5.95,0.68,0.775,0.5
2578,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.775,0.5
2579,25-26,10,0,0,0,2,18,0,0,0,0.775,0.5
2580,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.775,0.4
2581,20-21,0.3,23,0,23,23,23,1,1,1,0.775,0.4
2582,20-21,1,20,1,21,20,20,0.95,1.05,1,0.775,0.4
